Product ID*;Attribute (Name:Type:Position)*;Value (Value:Position)*;Ilość
18;Terminy:select:1;21'20 25.11:11;130
19;Terminy:select:1;10'10 22.11:0;130
19;Terminy:select:1;12'50 22.11:1;130
19;Terminy:select:1;17'30 22.11:2;130
19;Terminy:select:1;11'20 23.11:3;130
19;Terminy:select:1;17'30 23.11:4;130
19;Terminy:select:1;11'20 24.11:5;130
19;Terminy:select:1;17'30 24.11:6;130
19;Terminy:select:1;10'20 25.11:7;130
19;Terminy:select:1;17'30 25.11:8;130
20;Terminy:select:1;14'45 22.11:0;130
20;Terminy:select:1;20'20 22.11:1;130
20;Terminy:select:1;14'45 23.11:2;130
20;Terminy:select:1;20'20 23.11:3;130
20;Terminy:select:1;14'45 24.11:4;130
20;Terminy:select:1;20'20 24.11:5;130
20;Terminy:select:1;14'45 25.11:6;130
20;Terminy:select:1;20'20 25.11:7;130
21;Terminy:select:1;10'00 22.11:0;130
21;Terminy:select:1;12'20 22.11:1;130
21;Terminy:select:1;15'30 22.11:2;130
21;Terminy:select:1;17'10 22.11:3;130
21;Terminy:select:1;10'00 23.11:4;130
21;Terminy:select:1;12'20 23.11:5;130
21;Terminy:select:1;14'30 23.11:6;130
21;Terminy:select:1;17'00 23.11:7;130
21;Terminy:select:1;10'00 24.11:8;130
21;Terminy:select:1;12'20 24.11:9;130
21;Terminy:select:1;15'10 24.11:10;130
21;Terminy:select:1;17'10 24.11:11;130
21;Terminy:select:1;10'00 25.11:12;130
21;Terminy:select:1;12'20 25.11:13;130
21;Terminy:select:1;15'30 25.11:14;130
21;Terminy:select:1;17'10 25.11:15;130
21;Terminy:select:1;9'00 25.11:16;130
22;Terminy:select:1;10'40 22.11:0;130
22;Terminy:select:1;15'20 22.11:1;130
22;Terminy:select:1;10'20 23.11:2;130
22;Terminy:select:1;15'20 23.11:3;130
22;Terminy:select:1;17'15 23.11:4;130
22;Terminy:select:1;10'20 24.11:5;130
22;Terminy:select:1;15'20 24.11:6;130
22;Terminy:select:1;10'10 25.11:7;130
22;Terminy:select:1;15'20 25.11:8;130
23;Terminy:select:1;19'00 22.11:0;130
23;Terminy:select:1;21'30 22.11:1;130
23;Terminy:select:1;19'00 23.11:2;130
23;Terminy:select:1;21'30 23.11:3;130
23;Terminy:select:1;19'00 24.11:4;130
23;Terminy:select:1;21'30 24.11:5;130
23;Terminy:select:1;19'00 25.11:6;130
23;Terminy:select:1;21'30 25.11:7;130
24;Terminy:select:1;10'50 22.11:0;130
24;Terminy:select:1;13'30 22.11:1;130
24;Terminy:select:1;16'10 22.11:2;130
24;Terminy:select:1;18'30 22.11:3;130
24;Terminy:select:1;21'10 22.11:4;130
24;Terminy:select:1;10'50 23.11:5;130
24;Terminy:select:1;13'30 23.11:6;130
24;Terminy:select:1;16'10 23.11:7;130
24;Terminy:select:1;18'30 23.11:8;130
24;Terminy:select:1;21'10 23.11:9;130
24;Terminy:select:1;10'50 24.11:10;130
24;Terminy:select:1;13'30 24.11:11;130
24;Terminy:select:1;16'10 24.11:12;130
24;Terminy:select:1;18'30 24.11:13;130
24;Terminy:select:1;21'10 24.11:14;130
24;Terminy:select:1;10'50 25.11:15;130
24;Terminy:select:1;13'30 25.11:16;130
24;Terminy:select:1;16'10 25.11:17;130
24;Terminy:select:1;18'30 25.11:18;130
24;Terminy:select:1;21'10 25.11:19;130
25;Terminy:select:1;11'00 22.11:0;130
25;Terminy:select:1;14'10 22.11:1;130
25;Terminy:select:1;16'20 22.11:2;130
25;Terminy:select:1;10'40 23.11:3;130
25;Terminy:select:1;14'10 23.11:4;130
25;Terminy:select:1;16'20 23.11:5;130
25;Terminy:select:1;11'00 24.11:6;130
25;Terminy:select:1;14'10 24.11:7;130
25;Terminy:select:1;16'20 24.11:8;130
25;Terminy:select:1;11'15 25.11:9;130
25;Terminy:select:1;14'10 25.11:10;130
25;Terminy:select:1;16'20 25.11:11;130
26;Terminy:select:1;19'30 22.11:0;130
26;Terminy:select:1;12'10 23.11:1;130
26;Terminy:select:1;19'15 23.11:2;130
26;Terminy:select:1;12'10 24.11:3;130
26;Terminy:select:1;19'30 24.11:4;130
26;Terminy:select:1;12'10 25.11:5;130
26;Terminy:select:1;19'30 25.11:6;130
27;Terminy:select:1;15'40 22.11:0;130
27;Terminy:select:1;15'30 23.11:1;130
27;Terminy:select:1;15'40 24.11:2;130
27;Terminy:select:1;15'40 25.11:3;130
28;Terminy:select:1;11'45 22.11:0;130
28;Terminy:select:1;15'50 22.11:1;130
28;Terminy:select:1;18'15 22.11:2;130
28;Terminy:select:1;20'40 22.11:3;130
28;Terminy:select:1;13'00 23.11:4;130
28;Terminy:select:1;15'40 23.11:5;130
28;Terminy:select:1;18'00 23.11:6;130
28;Terminy:select:1;20'30 23.11:7;130
28;Terminy:select:1;13'00 24.11:8;130
28;Terminy:select:1;15'50 24.11:9;130
28;Terminy:select:1;18'15 24.11:10;130
28;Terminy:select:1;20'40 24.11:11;130
28;Terminy:select:1;13'10 25.11:12;130
28;Terminy:select:1;15'50 25.11:13;130
28;Terminy:select:1;18'15 25.11:14;130
28;Terminy:select:1;20'40 25.11:15;130
29;Terminy:select:1;12'00 22.11:0;130
29;Terminy:select:1;20'10 22.11:1;130
29;Terminy:select:1;11'10 23.11:2;130
29;Terminy:select:1;19'30 23.11:3;130
29;Terminy:select:1;11'50 24.11:4;130
29;Terminy:select:1;20'00 24.11:5;130
29;Terminy:select:1;10'40 25.11:6;130
29;Terminy:select:1;20'10 25.11:7;130
30;Terminy:select:1;13'00 22.11:0;130
30;Terminy:select:1;10'30 23.11:1;130
30;Terminy:select:1;10'30 24.11:2;130
30;Terminy:select:1;10'30 25.11:3;130
31;Terminy:select:1;9'30 23.11:0;130
32;Terminy:select:1;18'00* 24.11:0;130
33;Terminy:select:1;13'00* 25.11:0;130
33;Terminy:select:1;18'00* 25.11:1;130
34;Terminy:select:1;17'30 26.11:0;130
34;Terminy:select:1;20'40 26.11:1;130
34;Terminy:select:1;17'30 27.11:2;130
34;Terminy:select:1;20'40 27.11:3;130
34;Terminy:select:1;17'30 28.11:4;130
34;Terminy:select:1;20'40 28.11:5;130
34;Terminy:select:1;17'30 29.11:6;130
34;Terminy:select:1;20'40 29.11:7;130
34;Terminy:select:1;17'30 30.11:8;130
34;Terminy:select:1;20'40 30.11:9;130
34;Terminy:select:1;17'30 01.12:10;130
34;Terminy:select:1;20'40 01.12:11;130
34;Terminy:select:1;17'30 02.12:12;130
34;Terminy:select:1;20'40 02.12:13;130
35;Terminy:select:1;10'30 28.11:0;130
36;Terminy:select:1;23'00* 03.12:0;130
